date,title,content,event_type,Sentiment,symbol,Sector,Impact_Level,computed_sentiment,summary,prompt_chain_summary,route
2025-04-26,Semiconductor shortages weigh heavily on tech sector profits,Semiconductor shortages weigh heavily on tech sector profits,Corporate Earnings Report,Positive,Samsung Electronics,Agriculture,Medium,-0.2,Semiconductor shortages weigh heavily on tech sector profits,"Headline: Semiconductor shortages weigh heavily on tech sector profits | Key points: semiconductor, shortages, weigh, heavily, tech | Sentiment: negative",Earnings
2025-06-21,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Consumer Confidence Report,Positive,Boeing,Retail,Low,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-05-06,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Currency Devaluation,,Samsung Electronics,Utilities,Medium,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-08-13,Bond yields tumble as investors seek safe havens,Bond yields tumble as investors seek safe havens,Bond Market Fluctuation,Negative,Boeing,Utilities,Medium,0.5,Bond yields tumble as investors seek safe havens,"Headline: Bond yields tumble as investors seek safe havens | Key points: bond, yields, tumble, investors, seek | Sentiment: positive",General
2025-07-20,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Commodity Price Shock,Positive,Reliance Industries,Materials,Medium,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-03-06,Semiconductor shortages weigh heavily on tech sector profits,Semiconductor shortages weigh heavily on tech sector profits,Supply Chain Disruption,Negative,Samsung Electronics,Utilities,Low,-0.2,Semiconductor shortages weigh heavily on tech sector profits,"Headline: Semiconductor shortages weigh heavily on tech sector profits | Key points: semiconductor, shortages, weigh, heavily, tech | Sentiment: negative",Earnings
2025-04-21,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Major Merger/Acquisition,Negative,Samsung Electronics,Industrials,Medium,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
2025-04-05,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Corporate Earnings Report,Positive,Tata Motors,Retail,Low,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-04-12,Banking stocks dip after a major scandal is revealed,Banking stocks dip after a major scandal is revealed,Commodity Price Shock,Positive,Boeing,Transportation,Medium,0.0625,Banking stocks dip after a major scandal is revealed,"Headline: Banking stocks dip after a major scandal is revealed | Key points: banking, stocks, after, major, scandal | Sentiment: positive",Macro
2025-07-27,Crude oil prices drop to a multi-year low,Crude oil prices drop to a multi-year low,Economic Data Release,,Apple Inc.,Real Estate,Medium,-0.35,Crude oil prices drop to a multi-year low,"Headline: Crude oil prices drop to a multi-year low | Key points: crude, prices, drop, multi, year | Sentiment: negative",General
2025-02-26,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Bond Market Fluctuation,Negative,Apple Inc.,Media & Entertainment,Low,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-04-23,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Data Release,Neutral,Microsoft,Aerospace & Defense,High,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-04-06,Government spending bill is expected to stimulate the economy,Government spending bill is expected to stimulate the economy,Inflation Data Release,Positive,Microsoft,Telecommunications,Low,-0.1,Government spending bill is expected to stimulate the economy,"Headline: Government spending bill is expected to stimulate the economy | Key points: government, spending, bill, expected, stimulate | Sentiment: negative",General
2025-07-17,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Major Merger/Acquisition,Positive,Tata Motors,Transportation,High,0.06818181818181818,Tech Giant's New Product Launch Sparks Sector-Wide Gains,"Headline: Tech Giant's New Product Launch Sparks Sector-Wide Gains | Key points: tech, giant, product, launch, sparks | Sentiment: positive",Innovation
2025-06-10,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Market Rally,Negative,Tesla,Real Estate,Medium,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-02-16,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Geopolitical Event,Negative,Boeing,Healthcare,High,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-06-26,New housing data release shows a slowdown in market activity,New housing data release shows a slowdown in market activity,Trade Tariffs Announcement,Positive,Boeing,Technology,Low,0.13636363636363635,New housing data release shows a slowdown in market activity,"Headline: New housing data release shows a slowdown in market activity | Key points: housing, data, release, shows, slowdown | Sentiment: positive",General
2025-08-03,Market sentiment turns positive on vaccine trial results,Market sentiment turns positive on vaccine trial results,Supply Chain Disruption,Negative,JP Morgan Chase,Construction,High,0.22727272727272727,Market sentiment turns positive on vaccine trial results,"Headline: Market sentiment turns positive on vaccine trial results | Key points: market, sentiment, turns, positive, vaccine | Sentiment: positive",General
2025-04-27,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Consumer Confidence Report,Negative,Tata Motors,Industrials,Medium,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-03-22,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Supply Chain Disruption,Negative,Tata Motors,Agriculture,High,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-02-27,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Interest Rate Change,Positive,Boeing,Utilities,High,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-07-09,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Commodity Price Shock,Positive,Tata Motors,Automotive,Medium,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-03-28,Consumer confidence index reaches a decade high,Consumer confidence index reaches a decade high,Supply Chain Disruption,,Apple Inc.,Consumer Goods,High,0.16,Consumer confidence index reaches a decade high,"Headline: Consumer confidence index reaches a decade high | Key points: consumer, confidence, index, reaches, decade | Sentiment: positive",General
2025-07-11,Government spending bill is expected to stimulate the economy,Government spending bill is expected to stimulate the economy,Economic Data Release,Positive,ExxonMobil,Healthcare,High,-0.1,Government spending bill is expected to stimulate the economy,"Headline: Government spending bill is expected to stimulate the economy | Key points: government, spending, bill, expected, stimulate | Sentiment: negative",General
2025-03-20,A massive data breach sends a tech company's stock tumbling,A massive data breach sends a tech company's stock tumbling,Supply Chain Disruption,Neutral,JP Morgan Chase,Retail,Low,0.0,A massive data breach sends a tech company's stock tumbling,"Headline: A massive data breach sends a tech company's stock tumbling | Key points: massive, data, breach, sends, tech | Sentiment: neutral",Innovation
2025-04-09,Semiconductor shortages weigh heavily on tech sector profits,Semiconductor shortages weigh heavily on tech sector profits,Corporate Earnings Report,Positive,Tesla,Pharmaceuticals,Low,-0.2,Semiconductor shortages weigh heavily on tech sector profits,"Headline: Semiconductor shortages weigh heavily on tech sector profits | Key points: semiconductor, shortages, weigh, heavily, tech | Sentiment: negative",Earnings
2025-06-22,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Unemployment Rate Announcement,Positive,Goldman Sachs,Consumer Goods,Low,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-06-26,New housing data release shows a slowdown in market activity,New housing data release shows a slowdown in market activity,Unemployment Rate Announcement,Positive,JP Morgan Chase,Telecommunications,Low,0.13636363636363635,New housing data release shows a slowdown in market activity,"Headline: New housing data release shows a slowdown in market activity | Key points: housing, data, release, shows, slowdown | Sentiment: positive",General
2025-02-01,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Regulatory Changes,Negative,Reliance Industries,Aerospace & Defense,High,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-06-04,New housing data release shows a slowdown in market activity,New housing data release shows a slowdown in market activity,Currency Devaluation,Neutral,ExxonMobil,Pharmaceuticals,Medium,0.13636363636363635,New housing data release shows a slowdown in market activity,"Headline: New housing data release shows a slowdown in market activity | Key points: housing, data, release, shows, slowdown | Sentiment: positive",General
2025-07-07,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Geopolitical Event,Neutral,Microsoft,Pharmaceuticals,High,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-05-14,Unexpected rise in unemployment fuels market pessimism,Unexpected rise in unemployment fuels market pessimism,Geopolitical Event,,Apple Inc.,Technology,Low,0.1,Unexpected rise in unemployment fuels market pessimism,"Headline: Unexpected rise in unemployment fuels market pessimism | Key points: unexpected, rise, unemployment, fuels, market | Sentiment: positive",General
2025-05-29,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Major Merger/Acquisition,Neutral,Tesla,Industrials,Medium,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-03-30,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Interest Rate Change,,JP Morgan Chase,Agriculture,Low,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
2025-08-13,Banking stocks dip after a major scandal is revealed,Banking stocks dip after a major scandal is revealed,Government Policy Announcement,Negative,JP Morgan Chase,Industrials,Medium,0.0625,Banking stocks dip after a major scandal is revealed,"Headline: Banking stocks dip after a major scandal is revealed | Key points: banking, stocks, after, major, scandal | Sentiment: positive",Macro
2025-02-09,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Unemployment Rate Announcement,Positive,ExxonMobil,Technology,Medium,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-04-30,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Interest Rate Change,Neutral,Apple Inc.,Agriculture,Low,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-04-05,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Currency Devaluation,Positive,Tata Motors,Utilities,High,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-03-13,China's Shanghai Composite falls after new trade restrictions,China's Shanghai Composite falls after new trade restrictions,Stock Market Crash,Negative,Boeing,Real Estate,Medium,0.13636363636363635,China's Shanghai Composite falls after new trade restrictions,"Headline: China's Shanghai Composite falls after new trade restrictions | Key points: china, shanghai, composite, falls, after | Sentiment: positive",Innovation
2025-07-18,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Geopolitical Event,Neutral,Reliance Industries,Aerospace & Defense,Medium,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-04-21,Bond yields tumble as investors seek safe havens,Bond yields tumble as investors seek safe havens,Supply Chain Disruption,Neutral,Boeing,Pharmaceuticals,High,0.5,Bond yields tumble as investors seek safe havens,"Headline: Bond yields tumble as investors seek safe havens | Key points: bond, yields, tumble, investors, seek | Sentiment: positive",General
2025-07-17,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Bond Market Fluctuation,Negative,Tesla,Industrials,High,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-04-22,nan,nan,Interest Rate Change,Positive,Microsoft,Utilities,High,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-06-06,Market sentiment turns positive on vaccine trial results,Market sentiment turns positive on vaccine trial results,Commodity Price Shock,Neutral,Goldman Sachs,Technology,High,0.22727272727272727,Market sentiment turns positive on vaccine trial results,"Headline: Market sentiment turns positive on vaccine trial results | Key points: market, sentiment, turns, positive, vaccine | Sentiment: positive",General
2025-07-21,Energy company's dividend hike excites shareholders,Energy company's dividend hike excites shareholders,Trade Tariffs Announcement,Negative,Microsoft,Consumer Goods,Low,0.0,Energy company's dividend hike excites shareholders,"Headline: Energy company's dividend hike excites shareholders | Key points: energy, company, dividend, hike, excites | Sentiment: neutral",General
2025-05-24,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Cryptocurrency Regulation,Positive,Microsoft,Transportation,Low,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-03-29,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Unemployment Rate Announcement,Negative,ExxonMobil,Construction,Low,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-04-01,New housing data release shows a slowdown in market activity,New housing data release shows a slowdown in market activity,Trade Tariffs Announcement,Neutral,ExxonMobil,Automotive,Medium,0.13636363636363635,New housing data release shows a slowdown in market activity,"Headline: New housing data release shows a slowdown in market activity | Key points: housing, data, release, shows, slowdown | Sentiment: positive",General
2025-07-04,Media and Entertainment companies report a surge in streaming revenue,Media and Entertainment companies report a surge in streaming revenue,Currency Devaluation,Neutral,Boeing,Aerospace & Defense,Medium,0.0,Media and Entertainment companies report a surge in streaming revenue,"Headline: Media and Entertainment companies report a surge in streaming revenue | Key points: media, entertainment, companies, report, surge | Sentiment: neutral",Earnings
2025-05-07,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Commodity Price Shock,Negative,ExxonMobil,Energy,Medium,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
2025-03-02,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Regulatory Changes,Negative,Boeing,Transportation,High,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-06-15,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Major Merger/Acquisition,Neutral,Samsung Electronics,Transportation,High,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-04-01,Energy company's dividend hike excites shareholders,Energy company's dividend hike excites shareholders,Market Rally,Positive,Tata Motors,Transportation,Medium,0.0,Energy company's dividend hike excites shareholders,"Headline: Energy company's dividend hike excites shareholders | Key points: energy, company, dividend, hike, excites | Sentiment: neutral",General
2025-08-08,Central bank maintains status quo on interest rates,Central bank maintains status quo on interest rates,Market Rally,Neutral,Reliance Industries,Automotive,Medium,0.0,Central bank maintains status quo on interest rates,"Headline: Central bank maintains status quo on interest rates | Key points: central, bank, maintains, status, interest | Sentiment: neutral",Macro
2025-07-08,Banking stocks dip after a major scandal is revealed,Banking stocks dip after a major scandal is revealed,Regulatory Changes,Negative,Reliance Industries,Agriculture,Medium,0.0625,Banking stocks dip after a major scandal is revealed,"Headline: Banking stocks dip after a major scandal is revealed | Key points: banking, stocks, after, major, scandal | Sentiment: positive",Macro
2025-08-10,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Central Bank Meeting,Positive,Samsung Electronics,Retail,Low,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-06-25,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Regulatory Changes,Positive,Apple Inc.,Real Estate,Low,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-03-04,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Stock Market Crash,Neutral,Tesla,Automotive,Medium,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-05-27,ASX 200 gains on strong export performance,ASX 200 gains on strong export performance,Cryptocurrency Regulation,Neutral,Goldman Sachs,Construction,Low,0.43333333333333335,ASX 200 gains on strong export performance,"Headline: ASX 200 gains on strong export performance | Key points: gains, strong, export, performance | Sentiment: positive",Innovation
2025-08-11,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Geopolitical Event,Positive,ExxonMobil,Healthcare,High,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-05-19,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Economic Data Release,Positive,Boeing,Healthcare,Medium,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-04-05,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Trade Tariffs Announcement,Negative,Goldman Sachs,Telecommunications,Medium,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-05-19,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Government Policy Announcement,Negative,JP Morgan Chase,Consumer Goods,High,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-02-06,Central Bank's dovish tone hints at future rate cuts,Central Bank's dovish tone hints at future rate cuts,Regulatory Changes,Negative,ExxonMobil,Utilities,Low,0.0,Central Bank's dovish tone hints at future rate cuts,"Headline: Central Bank's dovish tone hints at future rate cuts | Key points: central, bank, dovish, tone, hints | Sentiment: neutral",Macro
2025-07-17,Government policy shift boosts renewable energy sector,Government policy shift boosts renewable energy sector,Corporate Earnings Report,Negative,Reliance Industries,Technology,High,0.0,Government policy shift boosts renewable energy sector,"Headline: Government policy shift boosts renewable energy sector | Key points: government, policy, shift, boosts, renewable | Sentiment: neutral",General
2025-08-10,Manufacturing PMI data signals economic expansion,Manufacturing PMI data signals economic expansion,IPO Launch,Positive,JP Morgan Chase,Media & Entertainment,Low,0.2,Manufacturing PMI data signals economic expansion,"Headline: Manufacturing PMI data signals economic expansion | Key points: manufacturing, data, signals, economic, expansion | Sentiment: positive",General
2025-03-05,Central Bank Governor signals potential shift in policy,Central Bank Governor signals potential shift in policy,IPO Launch,Negative,Apple Inc.,Energy,High,0.0,Central Bank Governor signals potential shift in policy,"Headline: Central Bank Governor signals potential shift in policy | Key points: central, bank, governor, signals, potential | Sentiment: neutral",Macro
2025-05-08,Banking stocks dip after a major scandal is revealed,Banking stocks dip after a major scandal is revealed,Currency Devaluation,Negative,Tesla,Technology,High,0.0625,Banking stocks dip after a major scandal is revealed,"Headline: Banking stocks dip after a major scandal is revealed | Key points: banking, stocks, after, major, scandal | Sentiment: positive",Macro
2025-04-23,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Corporate Earnings Report,Neutral,Reliance Industries,Consumer Goods,Medium,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-04-22,Bond yields tumble as investors seek safe havens,Bond yields tumble as investors seek safe havens,IPO Launch,Neutral,Samsung Electronics,Automotive,Low,0.5,Bond yields tumble as investors seek safe havens,"Headline: Bond yields tumble as investors seek safe havens | Key points: bond, yields, tumble, investors, seek | Sentiment: positive",General
2025-05-18,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Geopolitical Event,Positive,JP Morgan Chase,Technology,High,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-05-17,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Market Rally,Neutral,Samsung Electronics,Construction,Medium,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-05-23,Retail sales report surpasses all forecasts,Retail sales report surpasses all forecasts,Trade Tariffs Announcement,Positive,ExxonMobil,Energy,High,0.0,Retail sales report surpasses all forecasts,"Headline: Retail sales report surpasses all forecasts | Key points: retail, sales, report, surpasses, forecasts | Sentiment: neutral",Innovation
2025-03-14,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Inflation Data Release,Neutral,JP Morgan Chase,Utilities,Low,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-03-15,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Currency Devaluation,Neutral,Tata Motors,Transportation,Low,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-03-24,Retail sales report surpasses all forecasts,Retail sales report surpasses all forecasts,Supply Chain Disruption,Neutral,Goldman Sachs,Real Estate,High,0.0,Retail sales report surpasses all forecasts,"Headline: Retail sales report surpasses all forecasts | Key points: retail, sales, report, surpasses, forecasts | Sentiment: neutral",Innovation
2025-04-30,Consumer confidence index reaches a decade high,Consumer confidence index reaches a decade high,Regulatory Changes,Positive,JP Morgan Chase,Technology,Low,0.16,Consumer confidence index reaches a decade high,"Headline: Consumer confidence index reaches a decade high | Key points: consumer, confidence, index, reaches, decade | Sentiment: positive",General
2025-07-07,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Major Merger/Acquisition,Positive,JP Morgan Chase,Materials,Medium,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-07-17,"Global trade talks collapse, causing market turmoil","Global trade talks collapse, causing market turmoil",Economic Data Release,,Samsung Electronics,Agriculture,Low,0.0,"Global trade talks collapse, causing market turmoil","Headline: Global trade talks collapse, causing market turmoil | Key points: global, trade, talks, collapse, causing | Sentiment: neutral",General
2025-05-18,Unexpected rise in unemployment fuels market pessimism,Unexpected rise in unemployment fuels market pessimism,Stock Market Crash,Neutral,ExxonMobil,Finance,Low,0.1,Unexpected rise in unemployment fuels market pessimism,"Headline: Unexpected rise in unemployment fuels market pessimism | Key points: unexpected, rise, unemployment, fuels, market | Sentiment: positive",General
2025-04-30,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,IPO Launch,Negative,Goldman Sachs,Industrials,Low,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-08-13,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Corporate Earnings Report,Negative,Microsoft,Aerospace & Defense,High,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-02-07,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Trade Tariffs Announcement,Negative,Samsung Electronics,Consumer Goods,Medium,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-07-03,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Consumer Confidence Report,Positive,Samsung Electronics,Materials,Medium,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-05-02,Financial services stocks rally on strong profit margins,Financial services stocks rally on strong profit margins,Inflation Data Release,Negative,Tata Motors,Pharmaceuticals,Low,0.21666666666666667,Financial services stocks rally on strong profit margins,"Headline: Financial services stocks rally on strong profit margins | Key points: financial, services, stocks, rally, strong | Sentiment: positive",Earnings
2025-06-14,Dow Jones plunges as market fears recession,Dow Jones plunges as market fears recession,Central Bank Meeting,Negative,Tata Motors,Utilities,High,0.0,Dow Jones plunges as market fears recession,"Headline: Dow Jones plunges as market fears recession | Key points: jones, plunges, market, fears, recession | Sentiment: neutral",General
2025-02-22,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Cryptocurrency Regulation,Negative,ExxonMobil,Retail,High,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
